imgnum,xmin,ymin,xmax,ymax,hasHead
00032768.png,286,444,128,281,1
00032769.png,288,450,131,284,1
00032770.png,221,364,110,268,1
00032771.png,246,357,114,266,1
00032772.png,270,400,124,268,1
00032773.png,289,451,139,290,1
00032774.png,263,395,116,267,1
00032775.png,285,438,126,276,1
00032776.png,241,356,111,257,1
00032777.png,250,383,99,266,1
00032778.png,234,359,104,264,1
00032779.png,257,375,106,268,1
00032780.png,250,368,121,265,1
00032781.png,241,357,110,264,1
00032782.png,241,356,111,257,1
00032783.png,291,458,150,300,1
00032784.png,257,381,119,267,1
00032785.png,290,448,140,289,1
00032786.png,231,357,104,261,1
00032787.png,288,447,135,287,1
00032788.png,253,369,121,266,1
00032789.png,257,394,109,266,1
00032790.png,249,367,121,267,1
00032791.png,198,345,116,267,1
00032792.png,286,444,128,281,1
00032793.png,251,367,122,267,1
00032794.png,252,385,101,263,1
00032795.png,287,449,133,286,1
00032796.png,249,361,110,263,1
00032797.png,283,400,149,279,1
00032798.png,249,383,101,266,1
00032799.png,250,387,106,266,1
00032800.png,244,356,113,267,1
00032801.png,230,362,107,267,1
00032802.png,285,429,127,275,1
00032803.png,271,401,111,267,1
00032804.png,291,458,150,300,1
00032805.png,242,369,107,268,1
00032806.png,252,374,118,266,1
00032807.png,230,358,104,259,1
00032808.png,250,388,110,266,1
00032809.png,201,347,115,269,1
00032810.png,243,371,94,265,1
00032811.png,256,394,108,266,1
00032812.png,249,367,121,267,1
00032813.png,243,372,93,265,1
00032814.png,244,374,96,267,1
00032815.png,252,368,121,266,1
00032816.png,280,402,139,274,1
00032817.png,275,414,122,268,1
00032818.png,249,384,114,264,1
00032819.png,217,360,110,268,1
00032820.png,271,401,126,268,1
00032821.png,252,369,120,268,1
00032822.png,285,400,161,288,1
00032823.png,257,378,118,267,1
00032824.png,233,371,108,263,1
00032825.png,212,355,111,265,1
00032826.png,252,378,117,266,1
00032827.png,249,387,108,268,1
00032828.png,246,377,96,266,1
00032829.png,249,388,109,266,1
00032830.png,249,367,122,267,1
00032831.png,257,382,118,267,1
00032832.png,288,448,135,287,1
00032833.png,201,347,114,269,1
00032834.png,255,372,121,268,1
00032835.png,286,444,128,281,1
00032836.png,291,460,153,303,1
00032837.png,228,367,107,268,1
00032838.png,239,358,109,264,1
00032839.png,244,372,93,265,1
00032840.png,256,392,112,267,1
00032841.png,257,395,109,266,1
00032842.png,243,370,93,268,1
00032843.png,243,355,112,267,1
00032844.png,288,448,133,287,1
00032845.png,251,367,121,265,1
00032846.png,286,447,129,284,1
00032847.png,252,368,122,266,1
00032848.png,233,358,104,264,1
00032849.png,257,393,112,266,1
00032850.png,286,402,159,287,1
00032851.png,288,407,157,285,1
00032852.png,286,401,161,287,1
00032853.png,237,365,108,266,1
00032854.png,287,449,133,286,1
00032855.png,244,376,96,263,1
00032856.png,283,400,149,281,1
00032857.png,289,457,146,297,1
00032858.png,258,394,113,263,1
00032859.png,258,392,112,266,1
00032860.png,252,373,118,266,1
00032861.png,256,393,107,268,1
00032862.png,250,383,110,267,1
00032863.png,288,449,131,284,1
00032864.png,242,380,111,262,1
00032865.png,290,458,150,301,1
00032866.png,288,439,132,281,1
00032867.png,232,372,110,267,1
00032868.png,242,369,107,268,1
00032869.png,221,363,112,265,1
00032870.png,272,401,128,269,1
00032871.png,274,414,119,266,1
00032872.png,260,382,107,267,1
00032873.png,249,360,112,263,1
00032874.png,201,347,115,269,1
00032875.png,283,396,162,287,1
00032876.png,289,454,144,294,1
00032877.png,250,383,99,266,1
00032878.png,287,438,139,286,1
00032879.png,290,450,141,291,1
00032880.png,257,378,118,267,1
00032881.png,241,357,110,264,1
00032882.png,257,383,116,267,1
00032883.png,246,377,95,266,1
00032884.png,226,365,111,267,1
00032885.png,252,374,117,266,1
00032886.png,245,356,114,265,1
00032887.png,230,361,108,268,1
00032888.png,285,435,124,274,1
00032889.png,243,371,92,268,1
00032890.png,291,458,152,302,1
00032891.png,253,367,108,269,1
00032892.png,232,359,104,264,1
00032893.png,286,445,128,281,1
00032894.png,252,371,119,266,1
00032895.png,230,359,106,266,1
00032896.png,258,392,112,266,1
00032897.png,252,385,101,263,1
00032898.png,238,360,108,264,1
00032899.png,221,364,110,268,1
00032900.png,235,367,108,267,1
00032901.png,249,387,108,266,1
00032902.png,241,357,110,264,1
00032903.png,250,367,121,267,1
00032904.png,246,384,112,267,1
00032905.png,270,409,117,268,1
00032906.png,234,360,105,264,1
00032907.png,286,440,127,279,1
00032908.png,200,346,115,269,1
00032909.png,233,371,108,263,1
00032910.png,243,371,92,268,1
00032911.png,250,366,121,265,1
00032912.png,252,369,120,268,1
00032913.png,247,380,97,266,1
00032914.png,288,442,137,286,1
00032915.png,286,439,130,281,1
00032916.png,249,387,108,268,1
00032917.png,246,377,95,266,1
00032918.png,257,377,118,267,1
00032919.png,260,382,107,267,1
00032920.png,276,402,133,270,1
00032921.png,249,367,122,267,1
00032922.png,111,202,319,423,1
00032923.png,137,229,325,423,1
00032924.png,109,206,325,421,1
00032925.png,138,240,332,426,1
00032926.png,107,200,327,423,1
00032927.png,116,209,319,421,1
00032928.png,103,188,317,423,1
00032929.png,89,192,317,425,1
00032930.png,102,189,319,420,1
00032931.png,102,189,318,422,1
00032932.png,109,198,317,422,1
00032933.png,137,236,331,432,1
00032934.png,105,192,318,410,1
00032935.png,61,175,327,428,1
00032936.png,90,185,319,422,1
00032937.png,90,185,320,418,1
00032938.png,104,195,328,428,1
00032939.png,93,181,319,421,1
00032940.png,90,185,319,422,1
00032941.png,126,219,322,424,1
00032942.png,115,206,318,422,1
00032943.png,105,198,328,422,1
00032944.png,102,189,319,419,1
00032945.png,92,182,318,414,1
00032946.png,137,226,324,425,1
00032947.png,90,185,320,423,1
00032948.png,137,240,331,431,1
00032949.png,64,176,325,426,1
00032950.png,133,226,322,425,1
00032951.png,89,190,320,422,1
00032952.png,90,187,319,416,1
00032953.png,109,203,319,425,1
00032954.png,137,237,327,423,1
00032955.png,124,205,324,422,1
00032956.png,95,187,324,422,1
00032957.png,137,232,325,424,1
00032958.png,103,189,317,425,1
00032959.png,123,205,322,422,1
00032960.png,105,193,318,422,1
00032961.png,59,174,329,430,1
00032962.png,103,203,321,422,1
00032963.png,93,184,323,421,1
00032964.png,94,195,317,420,1
00032965.png,139,243,335,430,1
00032966.png,137,238,329,425,1
00032967.png,88,191,319,413,1
00032968.png,138,240,331,429,1
00032969.png,137,237,331,432,1
00032970.png,114,205,318,425,1
00032971.png,108,202,319,422,1
00032972.png,110,204,320,423,1
00032973.png,102,188,318,423,1
00032974.png,95,182,318,413,1
00032975.png,138,235,327,423,1
00032976.png,138,239,332,433,1
00032977.png,137,240,331,431,1
00032978.png,138,243,335,429,1
00032979.png,104,195,329,429,1
00032980.png,92,182,319,422,1
00032981.png,110,206,320,422,1
00032982.png,103,189,317,425,1
00032983.png,56,173,331,431,1
00032984.png,105,201,318,416,1
00032985.png,137,232,325,424,1
00032986.png,123,206,320,423,1
00032987.png,123,206,320,424,1
00032988.png,122,202,325,422,1
00032989.png,105,198,318,416,1
00032990.png,110,197,320,419,1
00032991.png,138,240,330,428,1
00032992.png,106,198,328,425,1
00032993.png,88,193,318,425,1
00032994.png,104,203,322,422,1
00032995.png,97,197,317,420,1
00032996.png,111,207,321,425,1
00032997.png,118,211,319,422,1
00032998.png,137,240,332,432,1
00032999.png,90,185,320,423,1
00033000.png,138,241,336,429,1
00033001.png,103,188,317,423,1
00033002.png,113,207,320,419,1
00033003.png,67,179,324,424,1
00033004.png,139,241,333,428,1
00033005.png,105,198,318,416,1
00033006.png,138,241,336,429,1
00033007.png,58,174,329,430,1
00033008.png,104,195,329,429,1
00033009.png,136,240,331,431,1
00033010.png,101,192,320,421,1
00033011.png,88,192,318,424,1
00033012.png,137,238,329,425,1
00033013.png,128,222,322,424,1
00033014.png,105,195,318,422,1
00033015.png,116,203,321,422,1
00033016.png,137,240,331,432,1
00033017.png,104,203,322,422,1
00033018.png,137,240,332,432,1
00033019.png,95,187,323,422,1
00033020.png,113,207,320,419,1
00033021.png,100,199,317,416,1
00033022.png,102,189,319,419,1
00033023.png,104,191,319,422,1
00033024.png,103,195,329,429,1
00033025.png,102,188,318,421,1
00033026.png,136,230,329,429,1
00033027.png,97,184,318,413,1
00033028.png,123,204,325,423,1
00033029.png,58,174,330,431,1
00033030.png,138,239,331,425,1
00033031.png,109,208,323,423,1
00033032.png,138,237,329,425,1
00033033.png,104,195,328,426,1
00033034.png,139,241,333,428,1
00033035.png,103,201,317,423,1
00033036.png,109,206,325,421,1
00033037.png,134,229,323,422,1
00033038.png,103,195,329,428,1
00033039.png,87,192,318,416,1
00033040.png,95,187,323,422,1
00033041.png,114,207,320,419,1
00033042.png,89,188,319,422,1
00033043.png,139,239,331,425,1
00033044.png,105,197,328,424,1
00033045.png,90,184,322,421,1
00033046.png,103,188,317,423,1
00033047.png,115,206,318,422,1
00033048.png,111,205,320,421,1
00033049.png,98,188,322,417,1
00033050.png,139,236,328,424,1
00033051.png,101,188,318,422,1
00033052.png,103,202,317,412,1
00033053.png,137,228,324,425,1
00033054.png,137,228,324,425,1
00033055.png,134,227,323,425,1
00033056.png,136,220,324,424,1
00033057.png,109,198,317,422,1
00033058.png,104,196,328,426,1
00033059.png,133,226,323,423,1
00033060.png,91,184,319,422,1
00033061.png,111,205,320,419,1
00033062.png,88,192,318,422,1
00033063.png,97,197,319,420,1
00033064.png,99,198,317,423,1
00033065.png,95,187,324,422,1
00033066.png,66,177,325,425,1
00033067.png,104,195,328,428,1
00033068.png,72,181,322,423,1
00033069.png,89,191,319,413,1
00033070.png,111,206,320,423,1
00033071.png,137,223,324,424,1
00033072.png,104,199,328,421,1
00033073.png,107,193,316,419,1
00033074.png,137,231,325,424,1
00033075.png,137,232,325,424,1
00033076.png,137,240,332,432,1
00033077.png,136,229,324,425,1
00033078.png,138,241,335,429,1
00033079.png,106,198,320,422,1
00033080.png,111,205,320,421,1
00033081.png,101,188,318,422,1
00033082.png,110,204,320,423,1
00033083.png,104,203,320,422,1
00033084.png,93,180,319,422,1
00033085.png,68,180,323,423,1
00033086.png,88,192,318,424,1
00033087.png,122,203,323,425,1
00033088.png,121,212,320,424,1
00033089.png,137,241,331,430,1
00033090.png,99,187,318,422,1
00033091.png,123,204,322,422,1
00033092.png,102,188,318,421,1
00033093.png,126,219,322,424,1
00033094.png,137,230,325,424,1
00033095.png,137,238,329,425,1
00033096.png,138,235,326,422,1
00033097.png,138,234,326,422,1
00033098.png,102,189,318,422,1
00033099.png,108,204,325,419,1
00033100.png,137,224,324,424,1
00033101.png,107,203,319,422,1
00033102.png,103,195,329,428,1
00033103.png,61,175,328,429,1
00033104.png,104,191,319,422,1
00033105.png,61,175,328,429,1
00033106.png,73,183,321,423,1
00033107.png,89,192,317,425,1
00033108.png,104,202,319,423,1
00033109.png,138,233,325,422,1
00033110.png,137,230,324,422,1
00033111.png,139,242,335,429,1
00033112.png,110,206,320,422,1
00033113.png,103,189,317,422,1
00033114.png,103,188,317,422,1
00033115.png,93,181,318,422,1
00033116.png,132,225,323,424,1
00033117.png,136,240,331,431,1
00033118.png,120,208,322,423,1
00033119.png,90,184,322,421,1
00033120.png,138,240,330,428,1
00033121.png,104,189,317,422,1
00033122.png,90,186,319,422,1
00033123.png,90,186,321,423,1
00033124.png,139,243,335,430,1
00033125.png,138,239,330,424,1
00033126.png,139,241,332,427,1
00033127.png,138,243,336,430,1
00033128.png,139,241,332,427,1
00033129.png,86,190,317,425,1
00033130.png,94,180,318,411,1
00033131.png,91,184,322,421,1
00033132.png,103,195,329,428,1
00033133.png,134,227,326,427,1
00033134.png,130,224,322,424,1
00033135.png,123,204,323,422,1
00033136.png,117,211,320,423,1
00033137.png,93,194,317,420,1
00033138.png,93,184,323,421,1
00033139.png,101,190,320,423,1
00033140.png,95,182,318,413,1
00033141.png,105,202,324,423,1
00033142.png,124,217,321,424,1
00033143.png,94,186,324,422,1
00033144.png,91,184,319,422,1
00033145.png,102,188,318,423,1
00033146.png,131,215,323,422,1
00033147.png,110,206,323,419,1
00033148.png,137,232,325,423,1
00033149.png,56,172,330,431,1
00033150.png,104,189,318,423,1
00033151.png,137,239,332,433,1
00033152.png,111,206,320,419,1
00033153.png,102,189,319,422,1
00033154.png,101,190,320,423,1
00033155.png,116,203,321,422,1
00033156.png,90,187,319,422,1
00033157.png,138,235,327,425,1
00033158.png,104,196,328,426,1
00033159.png,124,205,324,422,1
00033160.png,124,218,321,424,1
00033161.png,93,181,319,421,1
00033162.png,128,210,324,423,1
00033163.png,122,201,324,424,1
00033164.png,138,240,330,429,1
00033165.png,104,191,319,422,1
00033166.png,139,240,332,427,1
00033167.png,122,202,325,424,1
00033168.png,137,230,323,422,1
00033169.png,111,207,321,425,1
00033170.png,101,189,319,422,1
00033171.png,138,235,326,422,1
00033172.png,104,203,321,413,1
00033173.png,94,186,324,422,1
00033174.png,89,190,320,422,1
00033175.png,93,181,318,422,1
00033176.png,137,239,332,433,1
00033177.png,102,189,319,420,1
00033178.png,97,197,319,420,1
00033179.png,94,195,317,420,1
00033180.png,89,188,319,416,1
00033181.png,104,203,323,415,1
00033182.png,87,190,319,422,1
00033183.png,111,206,319,422,1
00033184.png,94,179,319,422,1
00033185.png,93,180,319,421,1
00033186.png,93,184,323,421,1
00033187.png,101,200,317,423,1
00033188.png,104,196,329,426,1
00033189.png,56,173,330,432,1
00033190.png,110,206,323,419,1
00033191.png,61,175,327,428,1
00033192.png,111,205,319,422,1
00033193.png,138,235,326,422,1
00033194.png,104,199,328,421,1
00033195.png,137,240,332,432,1
00033196.png,104,195,328,426,1
00033197.png,95,187,324,422,1
00033198.png,138,242,334,429,1
00033199.png,134,229,323,422,1
00033200.png,137,224,324,424,1
00033201.png,102,189,319,419,1
00033202.png,105,196,329,427,1
00033203.png,133,226,323,423,1
00033204.png,122,203,323,425,1
00033205.png,124,205,321,424,1
00033206.png,122,207,319,424,1
00033207.png,88,193,318,425,1
00033208.png,129,210,323,423,1
00033209.png,109,207,321,422,1
00033210.png,93,194,317,420,1
00033211.png,103,188,318,422,1
00033212.png,104,196,328,426,1
00033213.png,122,203,323,425,1
00033214.png,104,203,323,415,1
00033215.png,138,234,326,424,1
00033216.png,92,184,322,422,1
00033217.png,62,177,326,427,1
00033218.png,105,190,317,423,1
00033219.png,79,186,320,423,1
00033220.png,89,191,319,413,1
00033221.png,137,224,324,424,1
00033222.png,104,200,319,416,1
00033223.png,123,204,325,423,1
00033224.png,104,195,329,429,1
00033225.png,88,190,319,422,1
00033226.png,90,185,320,418,1
00033227.png,138,235,330,425,1
00033228.png,108,196,320,423,1
00033229.png,105,198,328,422,1
00033230.png,94,180,318,422,1
00033231.png,102,189,319,425,1
00033232.png,102,189,319,425,1
00033233.png,75,184,322,423,1
00033234.png,105,197,319,422,1
00033235.png,137,238,332,432,1
00033236.png,138,239,332,433,1
00033237.png,111,206,320,423,1
00033238.png,138,240,331,430,1
00033239.png,111,206,319,420,1
00033240.png,95,182,318,413,1
00033241.png,124,217,321,424,1
00033242.png,137,225,324,422,1
00033243.png,88,193,319,425,1
00033244.png,106,202,317,423,1
00033245.png,92,182,319,422,1
00033246.png,105,202,324,423,1
00033247.png,125,213,323,424,1
00033248.png,114,201,321,422,1
00033249.png,108,201,327,422,1
00033250.png,103,195,329,429,1
00033251.png,123,206,320,423,1
00033252.png,105,196,319,422,1
00033253.png,88,192,318,422,1
00033254.png,125,206,324,425,1
00033255.png,90,187,319,416,1
00033256.png,56,173,331,432,1
00033257.png,102,188,318,423,1
00033258.png,104,204,322,413,1
00033259.png,93,180,319,422,1
00033260.png,64,176,325,426,1
00033261.png,133,226,322,425,1
00033262.png,137,240,332,433,1
00033263.png,94,180,318,422,1
00033264.png,94,186,324,422,1
00033265.png,110,206,320,422,1
00033266.png,137,230,323,422,1
00033267.png,139,239,331,425,1
00033268.png,89,187,319,416,1
00033269.png,139,239,331,425,1
00033270.png,137,230,325,424,1
00033271.png,128,222,322,424,1
00033272.png,122,202,324,423,1
00033273.png,90,194,317,423,1
00033274.png,104,196,329,426,1
00033275.png,122,203,324,423,1
00033276.png,137,225,324,422,1
00033277.png,94,186,324,421,1
00033278.png,103,188,317,422,1
00033279.png,104,195,328,428,1
00033280.png,137,230,324,422,1
00033281.png,109,205,324,419,1
00033282.png,121,206,319,424,1
00033283.png,99,187,318,422,1
00033284.png,139,242,335,429,1
00033285.png,94,186,324,422,1
00033286.png,138,240,330,428,1
00033287.png,112,206,318,421,1
00033288.png,108,201,327,422,1
00033289.png,108,202,327,422,1
00033290.png,93,183,322,420,1
00033291.png,121,203,324,425,1
00033292.png,104,196,329,426,1
00033293.png,70,180,323,423,1
00033294.png,114,207,320,419,1
00033295.png,95,187,323,420,1
00033296.png,124,205,324,422,1
00033297.png,138,241,333,427,1
00033298.png,90,194,317,423,1
00033299.png,89,192,317,425,1
00033300.png,138,235,327,425,1
00033301.png,108,196,320,423,1
00033302.png,105,196,329,425,1
00033303.png,129,211,324,424,1
00033304.png,62,177,326,427,1
00033305.png,103,193,320,423,1
00033306.png,101,189,318,422,1
